1	0.0084457	2927
6	0.0636175	4815
8	2e-05	1547
12	0.101538	4815
15	0	2235
18	0.00632535	2034
21	0.0001	3417
32	0	3440
33	0.00138541	3440
35	0.000313209	2026
41	0.00027	2048
44	0.00234339	3426
45	6e-05	3426
46	0.0138752	956
47	0.00339837	2940
50	0.0571113	3451
65	0.00450018	1789
71	0.0734832	3537
73	0.0350284	4123
75	0.0209579	7029
78	4e-05	3697
81	2e-05	3697
82	0.120586	7253
85	0.0387727	5082
90	0.0542349	3508
100	0.0390618	4983
115	5e-05	6844
121	0.0143994	2671
126	0.0163798	2632
127	0.0185814	4833
131	0.0307934	2645
134	0.022832	2652
135	0.0153726	2632
136	0.0457337	2396
139	8e-05	2656
153	0.0113594	2632
155	0.000131803	2638
157	0.00191791	2656
161	0.0211297	2671
163	0.0063459	4737
170	0.00427817	2632
171	0.0269996	4833
174	0.0576433	4833
176	0.000111803	2638
179	4e-05	2632
182	0.0332179	4833
186	0.00134495	6653
189	0.0011748	6256
192	0.00183469	6653
197	0.000180278	6663
200	7e-05	4744
202	0.000111803	4711
203	0.000111803	4711
206	0.000438634	4741
207	3e-05	4732
211	0.0724753	3525
219	0.0192676	6579
220	0.00181868	385
222	0.0523037	3525
227	0.000640312	3511
230	0.0108503	6579
235	0.00161186	6579
244	0.000551741	320
Average time : 0.00255684 seconds per query
